[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*     7792 *        0 *         0 *      4237 *        83 *
*     7793 *        0 *         0 *      4232 *        83 *
*     7794 *        0 *         0 *      4235 *        83 *
*     7795 *        0 *         0 *      4236 *        83 *
*     7796 *        0 *         0 *      4237 *        83 *
*     7797 *        0 *         0 *      4237 *        83 *
*     7798 *        0 *         0 *      4233 *        83 *
*     7799 *        0 *         0 *      4232 *        84 *
*     7800 *        0 *         0 *      4237 *        83 *
*     7801 *        0 *         0 *      4239 *        83 *
*     7802 *        0 *         0 *      4234 *        84 *
*     7803 *        0 *         0 *      4239 *        83 *
*     7804 *        0 *         0 *      4232 *        83 *
*     7805 *        0 *         0 *      4235 *        83 *
*     7806 *        0 *         0 *      4232 *        83 *
*     7807 *        0 *         0 *      4239 *        83 *
*     7808 *        0 *         0 *      4238 *        83 *
*     7809 *        0 *         0 *      4239 *        83 *
*     7810 *        0 *         0 *      4235 *        83 *
*     7811 *        0 *         0 *      4237 *        84 *
*     7812 *        0 *         0 *      4239 *        83 *
*     7813 *        0 *         0 *      4236 *        83 *
*     7814 *        0 *         0 *      4233 *        83 *
*     7815 *        0 *         0 *      4232 *        84 *
*     7816 *        0 *         0 *      4237 *        84 *
*     7817 *        0 *         0 *      4234 *        83 *
*     7818 *        0 *         0 *      4236 *        83 *
*     7819 *        0 *         0 *      4232 *        83 *
*     7820 *        0 *         0 *      4234 *        83 *
*     7821 *        0 *         0 *      4237 *        84 *
*     7822 *        0 *         0 *      4236 *        84 *
*     7823 *        0 *         0 *      4238 *        84 *
*     7823 *        1 *         0 *      4362 *        84 *
*     7824 *        0 *         0 *      4239 *        83 *
*     7825 *        0 *         0 *      4236 *        83 *
*     7826 *        0 *         0 *      4238 *        83 *
*     7827 *        0 *         0 *      4233 *        83 *
*     7828 *        0 *         0 *      4237 *        83 *
*     7829 *        0 *         0 *      4235 *        83 *
*     7830 *        0 *         0 *      4238 *        84 *
*     7831 *        0 *         0 *      4234 *        83 *
*     7832 *        0 *         0 *      4236 *        83 *
*     7833 *        0 *         0 *      4233 *        83 *
*     7834 *        0 *         0 *      4237 *        83 *
*     7835 *        0 *         0 *      4231 *        83 *
*     7836 *        0 *         0 *      4238 *        83 *
*     7837 *        0 *         0 *      4234 *        83 *
*     7838 *        0 *         0 *      4236 *        83 *
*     7839 *        0 *         0 *      4232 *        83 *
*     7840 *        0 *         0 *      4238 *        83 *
*     7841 *        0 *         0 *      4233 *        83 *
*     7842 *        0 *         0 *      4236 *        84 *
*     7843 *        0 *         0 *      4232 *        84 *
*     7844 *        0 *         0 *      4232 *        84 *
*     7845 *        0 *         0 *      4238 *        83 *
*     7845 *        1 *         0 *      4322 *        76 *
*     7846 *        0 *         0 *      4236 *        83 *
*     7847 *        0 *         0 *      4239 *        83 *
*     7848 *        0 *         0 *      4232 *        84 *
*     7849 *        0 *         0 *      4233 *        83 *
*     7850 *        0 *         0 *      4238 *        84 *
*     7851 *        0 *         0 *      4233 *        84 *
*     7852 *        0 *         0 *      4236 *        84 *
*     7853 *        0 *         0 *      4236 *        83 *
*     7854 *        0 *         0 *      4233 *        84 *
*     7855 *        0 *         0 *      4235 *        83 *
*     7856 *        0 *         0 *      4237 *        83 *
*     7857 *        0 *         0 *      4231 *        84 *
*     7858 *        0 *         0 *      4236 *        84 *
*     7859 *        0 *         0 *      4235 *        84 *
*     7860 *        0 *         0 *      4232 *        83 *
*     7861 *        0 *         0 *      4233 *        83 *
*     7862 *        0 *         0 *      4232 *        84 *
*     7863 *        0 *         0 *      4235 *        84 *
*     7864 *        0 *         0 *      4234 *        83 *
*     7865 *        0 *         0 *      4238 *        83 *
*     7866 *        0 *         0 *      4236 *        83 *
*     7867 *        0 *         0 *      4239 *        83 *
*     7868 *        0 *         0 *      4237 *        83 *
*     7869 *        0 *         0 *      4238 *        83 *
*     7870 *        0 *         0 *      4234 *        84 *
*     7871 *        0 *         0 *      4236 *        83 *
*     7872 *        0 *         0 *      4237 *        84 *
*     7873 *        0 *         0 *      4239 *        83 *
*     7874 *        0 *         0 *      4234 *        83 *
*     7875 *        0 *         0 *      4233 *        83 *
*     7876 *        0 *         0 *      4233 *        83 *
*     7877 *        0 *         0 *      4231 *        83 *
*     7878 *        0 *         0 *      4234 *        83 *
*     7879 *        0 *         0 *      4237 *        83 *
*     7880 *        0 *         0 *      4237 *        83 *
*     7880 *        1 *         0 *      4460 *        84 *
*     7881 *        0 *         0 *      4234 *        83 *
*     7882 *        0 *         0 *      4237 *        83 *
*     7882 *        1 *         0 *      4323 *        83 *
*     7883 *        0 *         0 *      4232 *        83 *
*     7884 *        0 *         0 *      4236 *        83 *
*     7885 *        0 *         0 *      4237 *        83 *
*     7886 *        0 *         0 *      4232 *        84 *
*     7886 *        1 *         0 *      4431 *        83 *
*     7887 *        0 *         0 *      4233 *        83 *
*     7888 *        0 *         0 *      4234 *        84 *
*     7889 *        0 *         0 *      4234 *        83 *
*     7890 *        0 *         0 *      4236 *        83 *
*     7891 *        0 *         0 *      4232 *        83 *
*     7892 *        0 *         0 *      4239 *        83 *
*     7893 *        0 *         0 *      4238 *        83 *
*     7894 *        0 *         0 *      4239 *        83 *
*     7895 *        0 *         0 *      4232 *        84 *
*     7896 *        0 *         0 *      4515 *        83 *
*     7896 *        1 *         0 *      4795 *        83 *
*     7897 *        0 *         0 *      4232 *        83 *
*     7898 *        0 *         0 *      4237 *        84 *
*     7899 *        0 *         0 *      4232 *        83 *
*     7900 *        0 *         0 *      4233 *        83 *
*     7901 *        0 *         0 *      4238 *        83 *
*     7902 *        0 *         0 *      4238 *        83 *
*     7903 *        0 *         0 *      4239 *        83 *
*     7904 *        0 *         0 *      4238 *        83 *
*     7905 *        0 *         0 *      4239 *        83 *
*     7906 *        0 *         0 *      4238 *        83 *
*     7907 *        0 *         0 *      4234 *        84 *
*     7908 *        0 *         0 *      4233 *        83 *
*     7909 *        0 *         0 *      4233 *        84 *
*     7910 *        0 *         0 *      4231 *        83 *
*     7911 *        0 *         0 *      4236 *        83 *
*     7912 *        0 *         0 *      4234 *        83 *
*     7913 *        0 *         0 *      4232 *        83 *
*     7914 *        0 *         0 *      4236 *        83 *
*     7915 *        0 *         0 *      4237 *        83 *
*     7916 *        0 *         0 *      4234 *        83 *
*     7917 *        0 *         0 *      4239 *        83 *
*     7918 *        0 *         0 *      4238 *        83 *
*     7919 *        0 *         0 *      4231 *        84 *
*     7920 *        0 *         0 *      4233 *        83 *
*     7921 *        0 *         0 *      4236 *        83 *
*     7922 *        0 *         0 *      4231 *        84 *
*     7923 *        0 *         0 *      4235 *        83 *
*     7924 *        0 *         0 *      4233 *        83 *
*     7925 *        0 *         0 *      4237 *        84 *
*     7926 *        0 *         0 *      4236 *        83 *
*     7927 *        0 *         0 *      4231 *        84 *
*     7928 *        0 *         0 *      4238 *        83 *
*     7929 *        0 *         0 *      4235 *        83 *
*     7930 *        0 *         0 *      4238 *        83 *
*     7931 *        0 *         0 *      4231 *        83 *
*     7932 *        0 *         0 *      4234 *        84 *
*     7933 *        0 *         0 *      4237 *        83 *
*     7934 *        0 *         0 *      4235 *        83 *
*     7935 *        0 *         0 *      4233 *        83 *
*     7936 *        0 *         0 *      4239 *        83 *
*     7937 *        0 *         0 *      4234 *        83 *
*     7938 *        0 *         0 *      4238 *        83 *
*     7939 *        0 *         0 *      4238 *        83 *
*     7940 *        0 *         0 *      4232 *        83 *
*     7941 *        0 *         0 *      4233 *        83 *
*     7942 *        0 *         0 *      4232 *        83 *
*     7943 *        0 *         0 *      4237 *        83 *
*     7944 *        0 *         0 *      4236 *        83 *
*     7945 *        0 *         0 *      4232 *        83 *
*     7946 *        0 *         0 *      4233 *        84 *
*     7947 *        0 *         0 *      4237 *        83 *
*     7948 *        0 *         0 *      4236 *        84 *
*     7949 *        0 *         0 *      4233 *        84 *
*     7950 *        0 *         0 *      4232 *        83 *
*     7951 *        0 *         0 *      4232 *        83 *
*     7952 *        0 *         0 *      4232 *        83 *
*     7953 *        0 *         0 *      4236 *        84 *
*     7954 *        0 *         0 *      4235 *        83 *
*     7955 *        0 *         0 *      4232 *        83 *
*     7956 *        0 *         0 *      4233 *        83 *
*     7957 *        0 *         0 *      4234 *        84 *
*     7958 *        0 *         0 *      4233 *        83 *
*     7959 *        0 *         0 *      4235 *        83 *
*     7960 *        0 *         0 *      4233 *        84 *
*     7961 *        0 *         0 *      4233 *        83 *
*     7962 *        0 *         0 *      4238 *        83 *
*     7963 *        0 *         0 *      4233 *        83 *
*     7964 *        0 *         0 *      4239 *        83 *
*     7965 *        0 *         0 *      4231 *        83 *
*     7966 *        0 *         0 *      4234 *        83 *
*     7967 *        0 *         0 *      4234 *        83 *
*     7968 *        0 *         0 *      4236 *        83 *
*     7969 *        0 *         0 *      4237 *        84 *
*     7970 *        0 *         0 *      4238 *        83 *
*     7971 *        0 *         0 *      4234 *        83 *
*     7972 *        0 *         0 *      4234 *        83 *
*     7973 *        0 *         0 *      4237 *        84 *
*     7973 *        1 *         0 *      4413 *        83 *
*     7974 *        0 *         0 *      4237 *        83 *
*     7975 *        0 *         0 *      4238 *        83 *
*     7976 *        0 *         0 *      4238 *        83 *
*     7977 *        0 *         0 *      4238 *        83 *
*     7978 *        0 *         0 *      4237 *        83 *
*     7979 *        0 *         0 *      4236 *        84 *
*     7980 *        0 *         0 *      4233 *        83 *
*     7981 *        0 *         0 *      4238 *        83 *
*     7982 *        0 *         0 *      4234 *        84 *
*     7983 *        0 *         0 *      4234 *        84 *
*     7984 *        0 *         0 *      4239 *        83 *
*     7985 *        0 *         0 *      4235 *        84 *
*     7986 *        0 *         0 *      4237 *        83 *
*     7987 *        0 *         0 *      4236 *        83 *
*     7988 *        0 *         0 *      4233 *        84 *
*     7989 *        0 *         0 *      4237 *        83 *
*     7990 *        0 *         0 *       990 *        84 *
*     7990 *        1 *         0 *      6098 *        83 *
*     7991 *        0 *         0 *      4233 *        83 *
*     7992 *        0 *         0 *      4236 *        83 *
*     7993 *        0 *         0 *      4233 *        84 *
*     7994 *        0 *         0 *      4239 *        83 *
*     7995 *        0 *         0 *      4239 *        83 *
*     7996 *        0 *         0 *      4239 *        83 *
*     7997 *        0 *         0 *      4237 *        83 *
*     7998 *        0 *         0 *      4238 *        84 *
*     7999 *        0 *         0 *      4233 *        83 *
*     8000 *        0 *         0 *      4235 *        83 *
*     8001 *        0 *         0 *      4236 *        83 *
*     8002 *        0 *         0 *      4074 *        83 *
*     8002 *        1 *         0 *      4272 *        84 *
*     8002 *        2 *         0 *      9184 *        83 *
*     8003 *        0 *           *           *           *
*     8004 *        0 *         0 *      4232 *        83 *
*     8005 *        0 *         0 *      4234 *        84 *
*     8006 *        0 *         0 *      4235 *        84 *
*     8007 *        0 *         0 *      4238 *        83 *
*     8008 *        0 *         0 *      4231 *        84 *
*     8009 *        0 *         0 *      4236 *        83 *
*     8010 *        0 *         0 *      4237 *        83 *
*     8011 *        0 *         0 *      4231 *        84 *
*     8012 *        0 *         0 *      4238 *        83 *
*     8012 *        1 *         0 *      4360 *        84 *
*     8013 *        0 *         0 *      4233 *        83 *
*     8014 *        0 *         0 *      4239 *        83 *
*     8015 *        0 *         0 *      4231 *        84 *
*     8016 *        0 *         0 *      4232 *        83 *
*     8017 *        0 *         0 *      4235 *        83 *
*     8018 *        0 *         0 *      4231 *        84 *
*     8019 *        0 *         0 *      4234 *        83 *
*     8020 *        0 *         0 *      4232 *        83 *
*     8021 *        0 *         0 *      4237 *        84 *
*     8022 *        0 *         0 *      4232 *        83 *
*     8023 *        0 *         0 *      4237 *        83 *
*     8024 *        0 *         0 *      4237 *        83 *
*     8025 *        0 *         0 *      4236 *        83 *
*     8026 *        0 *         0 *      4236 *        83 *
*     8027 *        0 *         0 *      4237 *        84 *
*     8027 *        1 *         0 *      4396 *        84 *
*     8028 *        0 *         0 *      4235 *        84 *
*     8029 *        0 *         0 *      4238 *        83 *
*     8030 *        0 *         0 *      4232 *        83 *
*     8031 *        0 *         0 *      4239 *        83 *
*     8032 *        0 *         0 *      4232 *        84 *
*     8033 *        0 *         0 *      4236 *        83 *
*     8034 *        0 *         0 *      4238 *        84 *
*     8035 *        0 *         0 *      4234 *        83 *
*     8035 *        1 *         0 *      4327 *        83 *
*     8036 *        0 *         0 *      4237 *        83 *
*     8037 *        0 *         0 *      4232 *        83 *
*     8038 *        0 *         0 *      4232 *        83 *
*     8039 *        0 *         0 *      4239 *        83 *
*     8040 *        0 *         0 *      4232 *        83 *
*     8041 *        0 *         0 *      4239 *        83 *
*     8042 *        0 *         0 *      4235 *        83 *
*     8043 *        0 *         0 *      4237 *        83 *
*     8044 *        0 *         0 *      4233 *        83 *
*     8045 *        0 *         0 *      4237 *        83 *
*     8046 *        0 *         0 *      4237 *        83 *
*     8047 *        0 *         0 *      4233 *        83 *
*     8048 *        0 *         0 *      4238 *        83 *
*     8049 *        0 *         0 *      4232 *        83 *
*     8050 *        0 *         0 *      4237 *        84 *
*     8051 *        0 *         0 *      4238 *        84 *
*     8052 *        0 *         0 *      4231 *        84 *
*     8052 *        1 *         0 *      4324 *        84 *
*     8053 *        0 *         0 *      4232 *        83 *
*     8054 *        0 *         0 *      4232 *        83 *
*     8055 *        0 *         0 *      4237 *        83 *
*     8056 *        0 *         0 *      4232 *        84 *
*     8057 *        0 *         0 *      4234 *        83 *
*     8058 *        0 *         0 *      4237 *        83 *
*     8059 *        0 *         0 *      4238 *        83 *
*     8060 *        0 *         0 *      4236 *        83 *
*     8061 *        0 *         0 *      4239 *        83 *
*     8062 *        0 *         0 *      4234 *        84 *
*     8063 *        0 *         0 *      4232 *        83 *
*     8064 *        0 *         0 *      4233 *        83 *
*     8065 *        0 *         0 *      4238 *        83 *
*     8066 *        0 *         0 *       251 *        83 *
*     8066 *        1 *         0 *      5360 *        83 *
*     8067 *        0 *         0 *      4238 *        83 *
*     8068 *        0 *         0 *      4233 *        83 *
*     8069 *        0 *         0 *      4237 *        83 *
*     8070 *        0 *         0 *      4232 *        83 *
*     8071 *        0 *         0 *      4238 *        83 *
*     8072 *        0 *         0 *      4235 *        84 *
*     8073 *        0 *         0 *      4234 *        83 *
*     8074 *        0 *         0 *      4236 *        83 *
*     8075 *        0 *         0 *      1520 *        84 *
*     8075 *        1 *         0 *      6627 *        83 *
*     8076 *        0 *         0 *      4234 *        83 *
*     8077 *        0 *         0 *      4233 *        83 *
*     8078 *        0 *         0 *      4232 *        83 *
*     8079 *        0 *         0 *      4234 *        83 *
*     8080 *        0 *         0 *      4237 *        84 *
*     8081 *        0 *         0 *      4235 *        83 *
*     8082 *        0 *         0 *      4238 *        83 *
*     8083 *        0 *         0 *      4233 *        84 *
*     8084 *        0 *         0 *      4237 *        83 *
*     8085 *        0 *         0 *      4237 *        83 *
*     8086 *        0 *         0 *      4234 *        83 *
*     8087 *        0 *         0 *      4236 *        83 *
*     8088 *        0 *         0 *      4232 *        83 *
*     8088 *        1 *         0 *      4745 *        83 *
*     8089 *        0 *         0 *      4235 *        83 *
*     8090 *        0 *         0 *      4233 *        83 *
*     8091 *        0 *         0 *      4341 *        83 *
*     8091 *        1 *         0 *      4441 *        83 *
*     8092 *        0 *         0 *      4237 *        84 *
*     8093 *        0 *         0 *      4236 *        83 *
*     8094 *        0 *         0 *      4234 *        83 *
*     8095 *        0 *         0 *      4238 *        84 *
*     8096 *        0 *         0 *      4234 *        84 *
*     8097 *        0 *         0 *      4231 *        84 *
*     8098 *        0 *         0 *      4238 *        83 *
*     8099 *        0 *         0 *      4232 *        83 *
*     8100 *        0 *         0 *      4238 *        83 *
*     8101 *        0 *         0 *      4235 *        83 *
*     8102 *        0 *         0 *      4231 *        83 *
*     8103 *        0 *         0 *      4236 *        83 *
*     8104 *        0 *         0 *      4232 *        83 *
*     8105 *        0 *         0 *      4239 *        83 *
*     8106 *        0 *         0 *      4238 *        83 *
*     8107 *        0 *         0 *      4233 *        83 *
*     8108 *        0 *         0 *      4238 *        83 *
*     8109 *        0 *         0 *      4238 *        83 *
*     8110 *        0 *         0 *      4236 *        83 *
*     8111 *        0 *         0 *      4232 *        83 *
*     8112 *        0 *         0 *      4232 *        83 *
*     8113 *        0 *         0 *      4236 *        83 *
*     8114 *        0 *         0 *      4232 *        84 *
*     8115 *        0 *         0 *      4232 *        83 *
*     8116 *        0 *         0 *      4235 *        84 *
*     8117 *        0 *         0 *      4236 *        83 *
*     8118 *        0 *         0 *      4233 *        83 *
*     8118 *        1 *         0 *      4339 *        83 *
*     8119 *        0 *         0 *      4233 *        83 *
*     8120 *        0 *         0 *      4238 *        84 *
*     8121 *        0 *         0 *      4234 *        83 *
*     8122 *        0 *         0 *      4233 *        84 *
*     8123 *        0 *         0 *      4237 *        83 *
*     8124 *        0 *         0 *      4232 *        83 *
*     8125 *        0 *         0 *      4235 *        84 *
*     8126 *        0 *         0 *      4234 *        83 *
*     8127 *        0 *         0 *      4238 *        83 *
*     8128 *        0 *         0 *      4233 *        83 *
*     8129 *        0 *         0 *      4236 *        83 *
*     8130 *        0 *         0 *      4234 *        83 *
*     8131 *        0 *         0 *      4232 *        83 *
*     8132 *        0 *         0 *      4234 *        84 *
*     8133 *        0 *         0 *      4235 *        83 *
*     8134 *        0 *         0 *      4238 *        83 *
*     8135 *        0 *         0 *      4238 *        83 *
*     8136 *        0 *         0 *      4238 *        83 *
*     8137 *        0 *         0 *      4236 *        83 *
*     8138 *        0 *         0 *      4236 *        83 *
*     8139 *        0 *         0 *      4232 *        83 *
*     8140 *        0 *         0 *      4233 *        84 *
*     8140 *        1 *         0 *      4882 *        83 *
*     8141 *        0 *         0 *      4234 *        83 *
*     8142 *        0 *         0 *      4232 *        83 *
*     8143 *        0 *         0 *      4238 *        83 *
*     8144 *        0 *         0 *      4234 *        83 *
*     8145 *        0 *         0 *      4236 *        84 *
*     8146 *        0 *         0 *      4236 *        83 *
*     8147 *        0 *         0 *      4233 *        84 *
*     8148 *        0 *         0 *      4237 *        83 *
*     8149 *        0 *         0 *      4235 *        83 *
*     8150 *        0 *         0 *      4231 *        83 *
*     8151 *        0 *         0 *      4238 *        83 *
*     8152 *        0 *         0 *      4237 *        83 *
*     8153 *        0 *         0 *      4238 *        84 *
*     8153 *        1 *         0 *      4459 *        83 *
*     8154 *        0 *         0 *      4239 *        83 *
*     8155 *        0 *         0 *      4236 *        83 *
*     8156 *        0 *         0 *      4235 *        83 *
*     8157 *        0 *         0 *      4238 *        84 *
*     8158 *        0 *         0 *      4237 *        83 *
*     8159 *        0 *         0 *      4237 *        83 *
*     8160 *        0 *         0 *      4233 *        83 *
*     8161 *        0 *         0 *      4234 *        83 *
*     8162 *        0 *         0 *      4233 *        83 *
*     8163 *        0 *         0 *      4239 *        83 *
*     8164 *        0 *         0 *      4235 *        83 *
*     8165 *        0 *         0 *      4232 *        84 *
*     8166 *        0 *         0 *      4236 *        84 *
*     8167 *        0 *         0 *      4235 *        83 *
*     8168 *        0 *         0 *      4391 *        83 *
*     8168 *        1 *         0 *      4559 *        83 *
*     8169 *        0 *         0 *      4232 *        83 *
*     8170 *        0 *         0 *      4232 *        83 *
*     8171 *        0 *         0 *      4234 *        83 *
*     8172 *        0 *         0 *      4234 *        83 *
*     8173 *        0 *         0 *      4234 *        83 *
*     8174 *        0 *         0 *      4237 *        84 *
*     8175 *        0 *         0 *      4237 *        83 *
*     8176 *        0 *         0 *      4237 *        83 *
*     8177 *        0 *         0 *      4233 *        83 *
*     8178 *        0 *         0 *      4235 *        83 *
*     8179 *        0 *         0 *      4232 *        83 *
*     8180 *        0 *         0 *      4239 *        83 *
*     8181 *        0 *         0 *      4235 *        83 *
*     8182 *        0 *         0 *      4234 *        83 *
*     8183 *        0 *         0 *      4232 *        84 *
*     8184 *        0 *         0 *      4233 *        83 *
*     8185 *        0 *         0 *      4237 *        83 *
*     8186 *        0 *         0 *      4231 *        83 *
*     8187 *        0 *         0 *      4238 *        83 *
*     8188 *        0 *         0 *      4238 *        83 *
*     8189 *        0 *         0 *      4237 *        83 *
*     8190 *        0 *         0 *      4235 *        83 *
*     8191 *        0 *         0 *      4231 *        83 *
*     8191 *        1 *         0 *      4385 *        84 *
*     8192 *        0 *         0 *      4239 *        83 *
*     8193 *        0 *         0 *      4231 *        84 *
*     8194 *        0 *         0 *      4232 *        83 *
*     8195 *        0 *         0 *      4237 *        83 *
*     8196 *        0 *         0 *      4237 *        83 *
*     8197 *        0 *         0 *      4237 *        83 *
*     8198 *        0 *         0 *      4232 *        83 *
*     8199 *        0 *         0 *      4235 *        83 *
*     8200 *        0 *         0 *      4236 *        84 *
*     8201 *        0 *         0 *      4231 *        84 *
*     8202 *        0 *         0 *      4237 *        83 *
*     8203 *        0 *         0 *      4234 *        83 *
*     8204 *        0 *         0 *      4235 *        83 *
*     8205 *        0 *         0 *      4239 *        83 *
*     8206 *        0 *         0 *      4235 *        84 *
*     8207 *        0 *         0 *      4234 *        83 *
*     8208 *        0 *         0 *      4238 *        83 *
*     8209 *        0 *         0 *      4237 *        83 *
*     8210 *        0 *         0 *      4239 *        83 *
*     8211 *        0 *         0 *      4237 *        83 *
*     8212 *        0 *         0 *      4237 *        84 *
*     8213 *        0 *         0 *      4232 *        83 *
*     8214 *        0 *         0 *      4239 *        83 *
*     8215 *        0 *         0 *      4234 *        83 *
*     8216 *        0 *         0 *      4361 *        83 *
*     8216 *        1 *         0 *      4490 *        84 *
*     8217 *        0 *         0 *      4232 *        83 *
*     8218 *        0 *         0 *      4232 *        83 *
*     8218 *        1 *         0 *      4325 *        84 *
*     8219 *        0 *         0 *      4236 *        83 *
*     8220 *        0 *         0 *      4235 *        83 *
*     8221 *        0 *         0 *      4238 *        83 *
*     8222 *        0 *         0 *      4232 *        83 *
*     8222 *        1 *         0 *      4327 *        83 *
*     8223 *        0 *         0 *      4237 *        83 *
*     8224 *        0 *         0 *      4237 *        83 *
*     8225 *        0 *         0 *      4238 *        84 *
*     8226 *        0 *         0 *      4235 *        83 *
*     8227 *        0 *         0 *      4238 *        83 *
*     8228 *        0 *         0 *      4239 *        83 *
*     8228 *        1 *         0 *      4646 *        83 *
*     8229 *        0 *         0 *      4232 *        83 *
*     8230 *        0 *         0 *      4234 *        84 *
*     8231 *        0 *         0 *      4238 *        83 *
*     8232 *        0 *         0 *      4235 *        83 *
*     8233 *        0 *         0 *      4234 *        83 *
*     8234 *        0 *         0 *      4235 *        83 *
*     8235 *        0 *         0 *      4235 *        83 *
*     8236 *        0 *         0 *      4238 *        83 *
*     8237 *        0 *         0 *      4234 *        83 *
*     8238 *        0 *         0 *      4234 *        83 *
*     8239 *        0 *         0 *      4237 *        83 *
*     8240 *        0 *         0 *      4238 *        83 *
*     8241 *        0 *         0 *      4239 *        83 *
*     8242 *        0 *         0 *      4238 *        84 *
*     8243 *        0 *         0 *      4232 *        83 *
*     8244 *        0 *         0 *       316 *        83 *
*     8244 *        1 *         0 *      5429 *        83 *
*     8245 *        0 *         0 *      4239 *        83 *
*     8246 *        0 *         0 *      4238 *        83 *
*     8247 *        0 *         0 *      4231 *        84 *
*     8248 *        0 *         0 *      4232 *        83 *
*     8249 *        0 *         0 *      4234 *        83 *
*     8250 *        0 *         0 *      4232 *        84 *
*     8251 *        0 *         0 *      4236 *        83 *
*     8252 *        0 *         0 *      4234 *        83 *
*     8253 *        0 *         0 *      4234 *        84 *
*     8254 *        0 *         0 *      4237 *        83 *
*     8254 *        1 *         0 *      4369 *        84 *
*     8255 *        0 *         0 *      4239 *        83 *
*     8256 *        0 *         0 *      4234 *        83 *
*     8257 *        0 *         0 *      4236 *        83 *
*     8258 *        0 *         0 *      4234 *        83 *
*     8259 *        0 *         0 *      4238 *        83 *
*     8260 *        0 *         0 *      4233 *        83 *
*     8261 *        0 *         0 *      4231 *        84 *
*     8262 *        0 *         0 *      4238 *        84 *
*     8263 *        0 *         0 *      4236 *        83 *
*     8264 *        0 *         0 *      4237 *        83 *
*     8265 *        0 *         0 *      4233 *        84 *
*     8266 *        0 *         0 *      4232 *        83 *
*     8267 *        0 *         0 *      4234 *        84 *
*     8268 *        0 *         0 *      4234 *        84 *
*     8269 *        0 *         0 *      4232 *        83 *
*     8270 *        0 *         0 *      4237 *        83 *
*     8271 *        0 *         0 *      4239 *        83 *
*     8272 *        0 *         0 *      4238 *        83 *
*     8273 *        0 *         0 *      4237 *        83 *
*     8274 *        0 *         0 *      4239 *        83 *
*     8275 *        0 *         0 *      4237 *        84 *
*     8276 *        0 *         0 *      4234 *        83 *
*     8277 *        0 *         0 *      4237 *        84 *
*     8278 *        0 *         0 *      4237 *        83 *
*     8279 *        0 *         0 *      4235 *        83 *
*     8280 *        0 *         0 *      4238 *        83 *
*     8281 *        0 *         0 *      4232 *        83 *
*     8282 *        0 *         0 *      4234 *        83 *
*     8283 *        0 *         0 *      4231 *        84 *
*     8284 *        0 *         0 *      4232 *        83 *
*     8285 *        0 *         0 *      4235 *        83 *
*     8286 *        0 *         0 *      4232 *        83 *
*     8286 *        1 *         0 *      4328 *        84 *
*     8287 *        0 *         0 *      4233 *        83 *
*     8288 *        0 *         0 *      4231 *        83 *
*     8289 *        0 *         0 *      4232 *        83 *
*     8290 *        0 *         0 *      4233 *        84 *
*     8291 *        0 *         0 *      4237 *        83 *
*     8292 *        0 *         0 *      4233 *        83 *
*     8292 *        1 *         0 *      4404 *        84 *
*     8293 *        0 *         0 *      4234 *        83 *
*     8294 *        0 *         0 *      4236 *        83 *
*     8295 *        0 *         0 *      4239 *        83 *
*     8296 *        0 *         0 *      4232 *        83 *
*     8297 *        0 *         0 *      4238 *        83 *
*     8298 *        0 *         0 *      4233 *        83 *
*     8299 *        0 *         0 *      4235 *        84 *
*     8300 *        0 *         0 *      4233 *        83 *
*     8301 *        0 *         0 *      4236 *        83 *
*     8302 *        0 *         0 *      4234 *        83 *
*     8302 *        1 *         0 *      4322 *        84 *
*     8303 *        0 *         0 *      4235 *        83 *
*     8304 *        0 *         0 *      4234 *        83 *
*     8305 *        0 *         0 *      4237 *        83 *
*     8306 *        0 *         0 *      4238 *        83 *
*     8307 *        0 *         0 *      4237 *        83 *
*     8308 *        0 *         0 *      4232 *        83 *
*     8309 *        0 *         0 *      4239 *        83 *
*     8310 *        0 *         0 *      4236 *        84 *
*     8311 *        0 *         0 *      4235 *        83 *
*     8312 *        0 *         0 *      4233 *        83 *
*     8313 *        0 *         0 *      4235 *        83 *
*     8314 *        0 *         0 *      4239 *        83 *
*     8315 *        0 *         0 *      4236 *        83 *
*     8316 *        0 *         0 *      4234 *        83 *
*     8317 *        0 *         0 *      4232 *        83 *
*     8318 *        0 *         0 *      4231 *        83 *
*     8319 *        0 *         0 *      4231 *        84 *
*     8320 *        0 *         0 *      4231 *        84 *
*     8321 *        0 *         0 *      4236 *        83 *
*     8322 *        0 *         0 *      4237 *        83 *
*     8323 *        0 *         0 *      4235 *        83 *
*     8324 *        0 *         0 *      4237 *        83 *
*     8325 *        0 *         0 *      4236 *        84 *
*     8326 *        0 *         0 *      4236 *        83 *
*     8327 *        0 *         0 *      4239 *        83 *
*     8328 *        0 *         0 *      4232 *        83 *
*     8329 *        0 *         0 *      4238 *        83 *
*     8330 *        0 *         0 *      4234 *        83 *
*     8331 *        0 *         0 *      4233 *        84 *
*     8332 *        0 *         0 *      4239 *        83 *
*     8333 *        0 *         0 *      4236 *        83 *
*     8334 *        0 *         0 *      4232 *        84 *
*     8335 *        0 *         0 *      4233 *        83 *
*     8336 *        0 *         0 *      4237 *        84 *
