[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*     1895 *        0 *         0 *      4233 *        83 *
*     1896 *        0 *         0 *      4238 *        83 *
*     1897 *        0 *         0 *      4239 *        83 *
*     1898 *        0 *         0 *      4239 *        83 *
*     1899 *        0 *         0 *      4238 *        83 *
*     1900 *        0 *         0 *      4237 *        83 *
*     1901 *        0 *         0 *      4235 *        84 *
*     1902 *        0 *         0 *      4233 *        83 *
*     1903 *        0 *         0 *      4236 *        83 *
*     1904 *        0 *         0 *      4233 *        83 *
*     1905 *        0 *         0 *      4238 *        83 *
*     1906 *        0 *         0 *      4233 *        83 *
*     1907 *        0 *         0 *      4238 *        83 *
*     1908 *        0 *         0 *      4234 *        84 *
*     1909 *        0 *         0 *      4236 *        84 *
*     1910 *        0 *         0 *      4237 *        83 *
*     1911 *        0 *         0 *      4236 *        83 *
*     1912 *        0 *         0 *      4234 *        83 *
*     1913 *        0 *         0 *      4233 *        83 *
*     1914 *        0 *         0 *      4233 *        83 *
*     1915 *        0 *         0 *      4234 *        84 *
*     1916 *        0 *         0 *      4233 *        83 *
*     1917 *        0 *         0 *      4237 *        83 *
*     1918 *        0 *         0 *      4237 *        84 *
*     1919 *        0 *         0 *      4238 *        83 *
*     1920 *        0 *         0 *      4236 *        83 *
*     1921 *        0 *         0 *      4237 *        83 *
*     1922 *        0 *         0 *      4232 *        83 *
*     1923 *        0 *         0 *      4233 *        83 *
*     1924 *        0 *         0 *      4232 *        84 *
*     1925 *        0 *         0 *      4496 *        83 *
*     1925 *        1 *         0 *      4766 *        83 *
*     1926 *        0 *         0 *       930 *        83 *
*     1926 *        1 *         0 *      6047 *        83 *
*     1927 *        0 *         0 *      4234 *        84 *
*     1928 *        0 *         0 *      4236 *        83 *
*     1929 *        0 *         0 *      4238 *        83 *
*     1930 *        0 *         0 *      4235 *        84 *
*     1931 *        0 *         0 *      4237 *        83 *
*     1932 *        0 *         0 *      4238 *        84 *
*     1933 *        0 *         0 *      4237 *        84 *
*     1934 *        0 *         0 *      4232 *        83 *
*     1935 *        0 *         0 *      4232 *        83 *
*     1936 *        0 *         0 *      4234 *        83 *
*     1937 *        0 *         0 *      4236 *        84 *
*     1938 *        0 *         0 *      4235 *        83 *
*     1939 *        0 *         0 *      4233 *        84 *
*     1940 *        0 *         0 *      4239 *        83 *
*     1941 *        0 *         0 *      4826 *        83 *
*     1941 *        1 *         0 *      5417 *        83 *
*     1942 *        0 *         0 *      4232 *        83 *
*     1943 *        0 *         0 *      4238 *        83 *
*     1944 *        0 *         0 *      4234 *        83 *
*     1945 *        0 *         0 *      4236 *        83 *
*     1946 *        0 *         0 *      4234 *        83 *
*     1947 *        0 *         0 *      4235 *        83 *
*     1948 *        0 *         0 *      4236 *        83 *
*     1949 *        0 *         0 *      4233 *        84 *
*     1950 *        0 *         0 *      4235 *        83 *
*     1951 *        0 *         0 *      4232 *        84 *
*     1952 *        0 *         0 *      4238 *        83 *
*     1953 *        0 *         0 *      4236 *        84 *
*     1954 *        0 *         0 *      4238 *        83 *
*     1955 *        0 *         0 *      4233 *        84 *
*     1956 *        0 *         0 *      4235 *        83 *
*     1956 *        1 *         0 *      4320 *        82 *
*     1957 *        0 *         0 *      4237 *        83 *
*     1958 *        0 *         0 *      4238 *        83 *
*     1959 *        0 *         0 *      4231 *        83 *
*     1960 *        0 *         0 *      4234 *        83 *
*     1961 *        0 *         0 *      4238 *        84 *
*     1962 *        0 *         0 *      4235 *        84 *
*     1963 *        0 *         0 *      4232 *        84 *
*     1964 *        0 *         0 *      4234 *        84 *
*     1965 *        0 *         0 *      4232 *        84 *
*     1966 *        0 *         0 *      4238 *        83 *
*     1967 *        0 *         0 *      4231 *        84 *
*     1968 *        0 *         0 *      4234 *        83 *
*     1969 *        0 *         0 *      4237 *        84 *
*     1970 *        0 *         0 *      4234 *        84 *
*     1971 *        0 *         0 *      4238 *        83 *
*     1972 *        0 *         0 *      4233 *        83 *
*     1973 *        0 *         0 *      4239 *        83 *
*     1974 *        0 *         0 *      4239 *        83 *
*     1975 *        0 *         0 *      4235 *        83 *
*     1976 *        0 *         0 *      4238 *        83 *
*     1977 *        0 *         0 *      4237 *        83 *
*     1978 *        0 *         0 *      4235 *        83 *
*     1979 *        0 *         0 *      4236 *        84 *
*     1980 *        0 *         0 *      4237 *        83 *
*     1981 *        0 *         0 *      4233 *        84 *
*     1982 *        0 *         0 *      1663 *        83 *
*     1982 *        1 *         0 *      1857 *        84 *
*     1982 *        2 *         0 *      6773 *        84 *
*     1983 *        0 *           *           *           *
*     1984 *        0 *         0 *      2365 *        83 *
*     1984 *        1 *         0 *      7474 *        83 *
*     1985 *        0 *         0 *      4239 *        83 *
*     1986 *        0 *         0 *      4234 *        83 *
*     1987 *        0 *         0 *      4234 *        84 *
*     1988 *        0 *         0 *      4232 *        84 *
*     1989 *        0 *         0 *      4233 *        83 *
*     1990 *        0 *         0 *      4237 *        83 *
*     1991 *        0 *         0 *      4234 *        83 *
*     1992 *        0 *         0 *      4236 *        83 *
*     1993 *        0 *         0 *      4234 *        83 *
*     1994 *        0 *         0 *      4239 *        83 *
*     1995 *        0 *         0 *      4236 *        83 *
*     1996 *        0 *         0 *      4238 *        83 *
*     1997 *        0 *         0 *      4235 *        83 *
*     1998 *        0 *         0 *      4239 *        83 *
*     1999 *        0 *         0 *      4236 *        83 *
*     2000 *        0 *         0 *      4235 *        83 *
*     2001 *        0 *         0 *      4236 *        83 *
*     2002 *        0 *         0 *      4234 *        83 *
*     2003 *        0 *         0 *      4232 *        83 *
*     2004 *        0 *         0 *      4236 *        83 *
*     2005 *        0 *         0 *      4236 *        83 *
*     2006 *        0 *         0 *      4237 *        83 *
*     2007 *        0 *         0 *      4235 *       154 *
*     2008 *        0 *         0 *      4237 *        83 *
*     2009 *        0 *         0 *      4237 *        83 *
*     2010 *        0 *         0 *      4233 *        83 *
*     2011 *        0 *         0 *      4514 *        83 *
*     2011 *        1 *         0 *      4795 *        83 *
*     2012 *        0 *         0 *      4233 *        84 *
*     2013 *        0 *         0 *      4238 *        83 *
*     2014 *        0 *         0 *      4598 *        84 *
*     2014 *        1 *         0 *      4952 *        83 *
*     2015 *        0 *         0 *      4235 *        83 *
*     2016 *        0 *         0 *      4236 *        83 *
*     2017 *        0 *         0 *      2274 *        84 *
*     2017 *        1 *         0 *      7387 *        83 *
*     2018 *        0 *         0 *      4238 *        83 *
*     2019 *        0 *         0 *      4237 *        83 *
*     2020 *        0 *         0 *      4238 *        83 *
*     2021 *        0 *         0 *      4234 *        83 *
*     2022 *        0 *         0 *      4239 *        83 *
*     2023 *        0 *         0 *      4238 *        83 *
*     2024 *        0 *         0 *      4237 *        84 *
*     2025 *        0 *         0 *      4236 *        83 *
*     2026 *        0 *         0 *      4232 *        83 *
*     2027 *        0 *         0 *      4233 *        83 *
*     2028 *        0 *         0 *      4233 *        84 *
*     2029 *        0 *         0 *      4236 *        83 *
*     2030 *        0 *         0 *      4233 *        83 *
*     2031 *        0 *         0 *      4235 *        83 *
*     2032 *        0 *         0 *      4239 *        83 *
*     2033 *        0 *         0 *      4239 *        83 *
*     2034 *        0 *         0 *      4236 *        83 *
*     2035 *        0 *         0 *      4235 *        83 *
*     2036 *        0 *         0 *      4238 *        83 *
*     2037 *        0 *         0 *      4233 *        83 *
*     2038 *        0 *         0 *      4237 *        84 *
*     2039 *        0 *         0 *      4389 *        83 *
*     2039 *        1 *         0 *      4543 *        83 *
*     2040 *        0 *         0 *      4234 *        83 *
*     2041 *        0 *         0 *      4236 *        83 *
*     2042 *        0 *         0 *      4234 *        83 *
*     2043 *        0 *         0 *      4235 *        84 *
*     2044 *        0 *         0 *      4236 *        84 *
*     2045 *        0 *         0 *      4234 *        84 *
*     2046 *        0 *         0 *      4239 *        83 *
*     2047 *        0 *         0 *      4238 *        84 *
*     2048 *        0 *         0 *      4239 *        83 *
*     2049 *        0 *         0 *      4238 *        83 *
*     2050 *        0 *         0 *      4233 *        84 *
*     2051 *        0 *         0 *      4239 *        83 *
*     2052 *        0 *         0 *      4232 *        83 *
*     2053 *        0 *         0 *      4237 *        83 *
*     2054 *        0 *         0 *      4239 *        83 *
*     2055 *        0 *         0 *      4237 *        83 *
*     2056 *        0 *         0 *      4236 *        83 *
*     2057 *        0 *         0 *      4239 *        83 *
*     2058 *        0 *         0 *      4238 *        83 *
*     2059 *        0 *         0 *      4236 *        83 *
*     2060 *        0 *         0 *      4236 *        84 *
*     2061 *        0 *         0 *      4237 *        83 *
*     2062 *        0 *         0 *      4232 *        83 *
*     2063 *        0 *         0 *      4235 *        83 *
*     2064 *        0 *         0 *      4237 *        83 *
*     2065 *        0 *         0 *      4235 *        83 *
*     2066 *        0 *         0 *      4238 *        83 *
*     2067 *        0 *         0 *      4238 *        83 *
*     2068 *        0 *         0 *      4232 *        83 *
*     2069 *        0 *         0 *      4232 *        83 *
*     2070 *        0 *         0 *      4236 *        83 *
*     2071 *        0 *         0 *      4232 *        83 *
*     2072 *        0 *         0 *      4237 *        83 *
*     2073 *        0 *         0 *      4238 *        84 *
*     2074 *        0 *         0 *      4236 *        83 *
*     2075 *        0 *         0 *      4234 *        83 *
*     2076 *        0 *         0 *      4233 *        83 *
*     2077 *        0 *         0 *      4238 *        83 *
*     2078 *        0 *         0 *      4233 *        83 *
*     2079 *        0 *         0 *      4238 *        83 *
*     2080 *        0 *         0 *      4237 *        83 *
*     2081 *        0 *         0 *      4232 *        83 *
*     2082 *        0 *         0 *      4235 *        83 *
*     2083 *        0 *         0 *      4231 *        83 *
*     2084 *        0 *         0 *      4234 *        84 *
*     2085 *        0 *         0 *      4232 *        83 *
*     2086 *        0 *         0 *      4236 *        83 *
*     2087 *        0 *         0 *      2636 *        83 *
*     2087 *        1 *         0 *      7744 *        84 *
*     2088 *        0 *         0 *      4236 *        84 *
*     2089 *        0 *         0 *      4234 *        83 *
*     2090 *        0 *         0 *      4237 *        83 *
*     2091 *        0 *         0 *      4233 *        83 *
*     2092 *        0 *         0 *      4238 *        84 *
*     2093 *        0 *         0 *      4238 *        84 *
*     2094 *        0 *         0 *      4239 *        83 *
*     2095 *        0 *         0 *      4238 *        83 *
*     2096 *        0 *         0 *      4232 *        83 *
*     2097 *        0 *         0 *      4236 *        83 *
*     2098 *        0 *         0 *      4236 *        84 *
*     2099 *        0 *         0 *      4232 *        83 *
*     2100 *        0 *         0 *      4234 *        83 *
*     2101 *        0 *         0 *      4237 *        83 *
*     2102 *        0 *         0 *      4235 *        83 *
*     2103 *        0 *         0 *      4232 *        83 *
*     2104 *        0 *         0 *      4232 *        83 *
*     2105 *        0 *         0 *      4234 *        83 *
*     2106 *        0 *         0 *      4234 *        84 *
*     2107 *        0 *         0 *      4235 *        83 *
*     2108 *        0 *         0 *      4235 *        84 *
*     2109 *        0 *         0 *      4233 *        83 *
*     2110 *        0 *         0 *      4232 *        84 *
*     2111 *        0 *         0 *      2119 *        84 *
*     2111 *        1 *         0 *      7223 *        84 *
*     2112 *        0 *         0 *      4239 *        83 *
*     2113 *        0 *         0 *      4232 *        83 *
*     2114 *        0 *         0 *      4238 *        83 *
*     2115 *        0 *         0 *      4231 *        84 *
*     2116 *        0 *         0 *      4233 *        83 *
*     2117 *        0 *         0 *      4232 *        83 *
*     2118 *        0 *         0 *      4238 *        83 *
*     2119 *        0 *         0 *      4239 *        83 *
*     2120 *        0 *         0 *      4231 *        84 *
*     2121 *        0 *         0 *      4236 *        83 *
*     2122 *        0 *         0 *      4239 *        83 *
*     2123 *        0 *         0 *      4235 *        83 *
*     2124 *        0 *         0 *      4239 *        83 *
*     2125 *        0 *         0 *      4237 *        84 *
*     2126 *        0 *         0 *      4234 *        84 *
*     2127 *        0 *         0 *      4234 *        84 *
*     2128 *        0 *         0 *      4239 *        83 *
*     2129 *        0 *         0 *      4238 *        83 *
*     2130 *        0 *         0 *      4236 *        83 *
*     2131 *        0 *         0 *      4233 *        83 *
*     2132 *        0 *         0 *      4236 *        83 *
*     2133 *        0 *         0 *      4233 *        83 *
*     2134 *        0 *         0 *      4236 *        84 *
*     2135 *        0 *         0 *      4233 *        83 *
*     2136 *        0 *         0 *      4238 *        83 *
*     2137 *        0 *         0 *      4237 *        84 *
*     2138 *        0 *         0 *      4234 *        83 *
*     2139 *        0 *         0 *      4237 *        83 *
*     2140 *        0 *         0 *      4234 *        84 *
*     2141 *        0 *         0 *      4235 *        83 *
*     2141 *        1 *         0 *      4443 *        83 *
*     2142 *        0 *         0 *      4238 *        83 *
*     2143 *        0 *         0 *      4234 *        83 *
*     2144 *        0 *         0 *      4233 *        83 *
*     2145 *        0 *         0 *      4236 *        84 *
*     2146 *        0 *         0 *      4232 *        83 *
*     2147 *        0 *         0 *      4234 *        84 *
*     2148 *        0 *         0 *      4237 *        83 *
*     2149 *        0 *         0 *      4235 *        83 *
*     2150 *        0 *         0 *      4232 *        83 *
*     2151 *        0 *         0 *      4234 *        84 *
*     2152 *        0 *         0 *      4235 *        83 *
*     2153 *        0 *         0 *      4239 *        83 *
*     2154 *        0 *         0 *      4236 *        84 *
*     2155 *        0 *         0 *      4235 *        84 *
*     2156 *        0 *         0 *      4232 *        83 *
*     2157 *        0 *         0 *      4237 *        83 *
*     2158 *        0 *         0 *      4234 *        84 *
*     2159 *        0 *         0 *      4231 *        83 *
*     2160 *        0 *         0 *      4237 *        83 *
*     2161 *        0 *         0 *      4236 *        83 *
*     2162 *        0 *         0 *      4233 *        83 *
*     2163 *        0 *         0 *      4236 *        83 *
*     2164 *        0 *         0 *      4239 *        83 *
*     2165 *        0 *         0 *      4235 *        83 *
*     2166 *        0 *         0 *      4239 *        83 *
*     2167 *        0 *         0 *      4238 *        83 *
*     2168 *        0 *         0 *      4236 *        83 *
*     2169 *        0 *         0 *      4234 *        83 *
*     2170 *        0 *         0 *      4238 *        83 *
*     2171 *        0 *         0 *      4235 *        83 *
*     2172 *        0 *         0 *      4236 *        83 *
*     2173 *        0 *         0 *      4237 *        84 *
*     2174 *        0 *         0 *      4235 *        84 *
*     2175 *        0 *         0 *      4234 *        84 *
*     2176 *        0 *         0 *      4233 *        83 *
*     2177 *        0 *         0 *      4238 *        83 *
*     2178 *        0 *         0 *      4236 *        83 *
*     2179 *        0 *         0 *      4238 *        83 *
*     2180 *        0 *         0 *      4233 *        84 *
*     2181 *        0 *         0 *      4233 *        83 *
*     2182 *        0 *         0 *      4233 *        84 *
*     2183 *        0 *         0 *      4231 *        83 *
*     2184 *        0 *         0 *      4234 *        83 *
*     2184 *        1 *         0 *      4346 *        83 *
*     2185 *        0 *         0 *      4235 *        83 *
*     2186 *        0 *         0 *      4233 *        83 *
*     2187 *        0 *         0 *      4238 *        83 *
*     2188 *        0 *         0 *      4233 *        83 *
*     2189 *        0 *         0 *      4236 *        83 *
*     2190 *        0 *         0 *      4236 *        83 *
*     2191 *        0 *         0 *      4236 *        83 *
*     2192 *        0 *         0 *      4238 *        83 *
*     2193 *        0 *         0 *      4235 *        83 *
*     2194 *        0 *         0 *      4236 *        83 *
*     2195 *        0 *         0 *      4236 *        83 *
*     2196 *        0 *         0 *      4231 *        84 *
*     2197 *        0 *         0 *      4239 *        83 *
*     2198 *        0 *         0 *      4236 *        83 *
*     2199 *        0 *         0 *      4231 *        83 *
*     2200 *        0 *         0 *      4235 *        84 *
*     2201 *        0 *         0 *      4235 *        83 *
*     2202 *        0 *         0 *      4237 *        84 *
*     2203 *        0 *         0 *      4234 *        83 *
*     2204 *        0 *         0 *      4239 *        83 *
*     2205 *        0 *         0 *      4236 *        83 *
*     2206 *        0 *         0 *      4232 *        83 *
*     2207 *        0 *         0 *      4237 *        84 *
*     2208 *        0 *         0 *      4238 *        83 *
*     2209 *        0 *         0 *      4239 *        83 *
*     2210 *        0 *         0 *      4234 *        83 *
*     2210 *        1 *         0 *      4822 *        83 *
*     2211 *        0 *         0 *      4237 *        83 *
*     2212 *        0 *         0 *      4233 *        84 *
*     2213 *        0 *         0 *      4238 *        83 *
*     2214 *        0 *         0 *      4232 *        83 *
*     2215 *        0 *         0 *      4234 *        83 *
*     2216 *        0 *         0 *      4231 *        84 *
*     2217 *        0 *         0 *      4233 *        83 *
*     2218 *        0 *         0 *      4237 *        83 *
*     2219 *        0 *         0 *      4237 *        84 *
*     2220 *        0 *         0 *      4234 *        83 *
*     2221 *        0 *         0 *      4236 *        83 *
*     2222 *        0 *         0 *      4238 *        83 *
*     2223 *        0 *         0 *      4233 *        83 *
*     2224 *        0 *         0 *      4237 *        84 *
*     2225 *        0 *         0 *      4233 *        83 *
*     2226 *        0 *         0 *      4238 *        83 *
*     2227 *        0 *         0 *      4233 *        83 *
*     2228 *        0 *         0 *      4235 *        83 *
*     2229 *        0 *         0 *      4235 *        83 *
*     2230 *        0 *         0 *      4239 *        83 *
*     2231 *        0 *         0 *      4236 *        84 *
*     2232 *        0 *         0 *      4236 *        83 *
*     2233 *        0 *         0 *      4234 *        84 *
*     2234 *        0 *         0 *      4235 *        83 *
*     2235 *        0 *         0 *      4234 *        83 *
*     2235 *        1 *         0 *      4349 *        84 *
*     2236 *        0 *         0 *      4233 *        83 *
*     2237 *        0 *         0 *      4233 *        83 *
*     2237 *        1 *         0 *      4521 *        84 *
*     2238 *        0 *         0 *      4235 *        83 *
*     2239 *        0 *         0 *      4238 *        83 *
*     2240 *        0 *         0 *      4236 *        83 *
*     2241 *        0 *         0 *      4232 *        83 *
*     2242 *        0 *         0 *      4239 *        83 *
*     2243 *        0 *         0 *      4236 *        83 *
*     2244 *        0 *         0 *      4234 *        83 *
*     2245 *        0 *         0 *      4233 *        83 *
*     2246 *        0 *         0 *      4235 *        83 *
*     2247 *        0 *         0 *      4238 *        83 *
*     2248 *        0 *         0 *      4236 *        84 *
*     2249 *        0 *         0 *      4237 *        84 *
*     2250 *        0 *         0 *      4236 *        83 *
*     2251 *        0 *         0 *      4232 *        83 *
*     2252 *        0 *         0 *      4238 *        84 *
*     2253 *        0 *         0 *      4237 *        83 *
*     2254 *        0 *         0 *      4234 *        83 *
*     2255 *        0 *         0 *      4238 *        84 *
*     2256 *        0 *         0 *      4237 *        83 *
*     2257 *        0 *         0 *      4233 *        84 *
*     2258 *        0 *         0 *      4232 *        83 *
*     2259 *        0 *         0 *      4237 *        84 *
*     2260 *        0 *         0 *      4238 *        83 *
*     2261 *        0 *         0 *      4235 *        83 *
*     2262 *        0 *         0 *      4237 *        84 *
*     2263 *        0 *         0 *      4236 *        83 *
*     2264 *        0 *         0 *      4237 *        84 *
*     2265 *        0 *         0 *      4238 *        83 *
*     2266 *        0 *         0 *      4237 *        84 *
*     2267 *        0 *         0 *      4239 *        83 *
*     2268 *        0 *         0 *      4233 *        83 *
*     2269 *        0 *         0 *      4232 *        83 *
*     2270 *        0 *         0 *      4466 *        83 *
*     2270 *        1 *         0 *      4700 *        84 *
*     2271 *        0 *         0 *      4232 *        84 *
*     2272 *        0 *         0 *      4239 *        83 *
*     2273 *        0 *         0 *      4231 *        84 *
*     2274 *        0 *         0 *      4238 *        83 *
*     2275 *        0 *         0 *      4233 *        83 *
*     2276 *        0 *         0 *      4233 *        84 *
*     2277 *        0 *         0 *      4234 *        84 *
*     2278 *        0 *         0 *      4234 *        83 *
*     2279 *        0 *         0 *      4231 *        84 *
*     2280 *        0 *         0 *      4235 *        83 *
*     2281 *        0 *         0 *      4238 *        83 *
*     2282 *        0 *         0 *      4234 *        83 *
*     2283 *        0 *         0 *      4239 *        83 *
*     2284 *        0 *         0 *      4232 *        83 *
*     2285 *        0 *         0 *      4234 *        83 *
*     2286 *        0 *         0 *      4238 *        83 *
*     2287 *        0 *         0 *      4232 *        83 *
*     2288 *        0 *         0 *      4234 *        83 *
*     2289 *        0 *         0 *      4237 *        83 *
*     2290 *        0 *         0 *      4238 *        83 *
*     2291 *        0 *         0 *      4237 *        83 *
*     2292 *        0 *         0 *      4232 *        84 *
*     2293 *        0 *         0 *      4232 *        84 *
*     2294 *        0 *         0 *      4231 *        84 *
*     2295 *        0 *         0 *      4235 *        83 *
*     2296 *        0 *         0 *      4235 *        83 *
*     2297 *        0 *         0 *      4233 *        84 *
*     2298 *        0 *         0 *      4236 *        83 *
*     2299 *        0 *         0 *      4238 *        83 *
*     2300 *        0 *         0 *      4236 *        83 *
*     2301 *        0 *         0 *      4238 *        83 *
*     2302 *        0 *         0 *      4238 *        83 *
*     2303 *        0 *         0 *      4234 *        84 *
*     2304 *        0 *         0 *      4237 *        83 *
*     2305 *        0 *         0 *      4235 *        83 *
*     2306 *        0 *         0 *      4235 *        83 *
*     2307 *        0 *         0 *      4232 *        84 *
*     2308 *        0 *         0 *      4238 *        84 *
*     2309 *        0 *         0 *      4238 *        83 *
*     2310 *        0 *         0 *      4233 *        84 *
*     2311 *        0 *         0 *      4238 *        83 *
*     2312 *        0 *         0 *      4236 *        83 *
*     2313 *        0 *         0 *      4237 *        83 *
*     2314 *        0 *         0 *      4231 *        84 *
*     2315 *        0 *         0 *      4233 *        83 *
*     2316 *        0 *         0 *      4232 *        83 *
*     2317 *        0 *         0 *      4236 *        83 *
*     2318 *        0 *         0 *      4239 *        83 *
*     2319 *        0 *         0 *      4232 *        83 *
*     2319 *        1 *         0 *      4756 *        83 *
*     2319 *        2 *         0 *      4845 *        84 *
*     2320 *        0 *         0 *      4236 *        84 *
*     2321 *        0 *         0 *      4235 *        84 *
*     2322 *        0 *         0 *      4239 *        83 *
*     2323 *        0 *         0 *      4232 *        84 *
*     2324 *        0 *         0 *      4233 *        84 *
*     2325 *        0 *         0 *      4232 *        83 *
*     2326 *        0 *         0 *      4234 *        83 *
*     2327 *        0 *         0 *      4237 *        83 *
*     2328 *        0 *         0 *      4237 *        84 *
*     2329 *        0 *         0 *      4237 *        83 *
*     2330 *        0 *         0 *      4239 *        83 *
*     2331 *        0 *         0 *      4236 *        84 *
*     2332 *        0 *         0 *      4233 *        83 *
*     2333 *        0 *         0 *      4238 *        83 *
*     2334 *        0 *         0 *      4238 *        83 *
*     2335 *        0 *         0 *      4237 *        83 *
*     2336 *        0 *         0 *      4237 *        83 *
*     2337 *        0 *         0 *      4233 *        84 *
*     2338 *        0 *         0 *      4235 *        84 *
*     2339 *        0 *         0 *      4239 *        83 *
*     2340 *        0 *         0 *      4239 *        83 *
*     2341 *        0 *         0 *      4236 *        83 *
*     2341 *        1 *         0 *      4550 *        83 *
*     2342 *        0 *         0 *      4238 *        84 *
*     2343 *        0 *         0 *      4234 *        83 *
*     2344 *        0 *         0 *      4239 *        83 *
*     2345 *        0 *         0 *      4233 *        83 *
*     2346 *        0 *         0 *      4236 *        83 *
*     2347 *        0 *         0 *      4235 *        83 *
*     2348 *        0 *         0 *      4232 *        83 *
*     2349 *        0 *         0 *      4234 *        83 *
*     2350 *        0 *         0 *      4233 *        84 *
*     2351 *        0 *         0 *      4231 *        84 *
*     2352 *        0 *         0 *      4237 *        83 *
*     2353 *        0 *         0 *      4237 *        83 *
*     2354 *        0 *         0 *      4239 *        83 *
*     2355 *        0 *         0 *      4234 *        83 *
*     2356 *        0 *         0 *      4235 *        83 *
*     2357 *        0 *         0 *      4236 *        83 *
*     2358 *        0 *         0 *      4231 *        84 *
*     2359 *        0 *         0 *      4237 *        83 *
*     2360 *        0 *         0 *      4238 *        84 *
*     2361 *        0 *         0 *      4239 *        83 *
*     2361 *        1 *         0 *      4330 *        83 *
*     2362 *        0 *         0 *      4236 *        83 *
*     2363 *        0 *         0 *      4238 *        83 *
*     2364 *        0 *         0 *      4231 *        84 *
*     2365 *        0 *         0 *      4234 *        83 *
*     2366 *        0 *         0 *      4236 *        84 *
*     2367 *        0 *         0 *      4239 *        83 *
*     2368 *        0 *         0 *      4235 *        83 *
*     2369 *        0 *         0 *      4239 *        83 *
*     2370 *        0 *         0 *      4237 *        84 *
*     2371 *        0 *         0 *      4235 *        84 *
*     2372 *        0 *         0 *      4234 *        83 *
*     2373 *        0 *         0 *      4233 *        83 *
*     2374 *        0 *         0 *      4231 *        84 *
*     2375 *        0 *         0 *      4233 *        83 *
*     2376 *        0 *         0 *      4238 *        83 *
*     2377 *        0 *         0 *      4236 *        83 *
*     2378 *        0 *         0 *      4235 *        83 *
*     2379 *        0 *         0 *      4235 *        83 *
*     2380 *        0 *         0 *      4232 *        83 *
*     2381 *        0 *         0 *      4232 *        83 *
*     2382 *        0 *         0 *      4234 *        84 *
*     2383 *        0 *         0 *      4234 *        83 *
*     2384 *        0 *         0 *      4232 *        84 *
*     2385 *        0 *         0 *      4232 *        83 *
*     2386 *        0 *         0 *      4236 *        83 *
*     2387 *        0 *         0 *      4235 *        83 *
*     2388 *        0 *         0 *      4236 *        83 *
*     2389 *        0 *         0 *      4237 *        84 *
*     2390 *        0 *         0 *      4233 *        84 *
*     2391 *        0 *         0 *      4234 *        83 *
*     2392 *        0 *         0 *      4237 *        83 *
*     2393 *        0 *         0 *      4237 *       155 *
*     2394 *        0 *         0 *      4236 *        83 *
*     2395 *        0 *         0 *      4234 *        84 *
*     2396 *        0 *         0 *      4239 *        83 *
*     2397 *        0 *         0 *      4239 *        83 *
*     2398 *        0 *         0 *      4871 *        83 *
*     2398 *        1 *         0 *      5498 *        83 *
*     2399 *        0 *         0 *      4238 *        83 *
*     2400 *        0 *         0 *      4232 *        84 *
*     2401 *        0 *         0 *      4239 *        83 *
*     2402 *        0 *         0 *      4239 *        83 *
*     2403 *        0 *         0 *      4238 *        83 *
*     2404 *        0 *         0 *      4238 *        83 *
*     2405 *        0 *         0 *      4236 *        83 *
*     2406 *        0 *         0 *      4236 *        83 *
*     2407 *        0 *         0 *      4236 *        83 *
*     2408 *        0 *         0 *      4234 *        84 *
*     2409 *        0 *         0 *      4239 *        83 *
*     2410 *        0 *         0 *      4233 *        83 *
*     2411 *        0 *         0 *      4239 *        83 *
*     2412 *        0 *         0 *      4239 *        83 *
*     2413 *        0 *         0 *      4234 *        83 *
*     2414 *        0 *         0 *      4234 *        83 *
*     2415 *        0 *         0 *      4235 *        84 *
*     2416 *        0 *         0 *      4239 *        83 *
*     2417 *        0 *         0 *      4238 *        83 *
*     2418 *        0 *         0 *      4234 *        83 *
*     2419 *        0 *         0 *      4238 *        83 *
*     2420 *        0 *         0 *      4239 *        83 *
*     2421 *        0 *         0 *      4233 *        84 *
*     2422 *        0 *         0 *      4235 *        83 *
*     2423 *        0 *         0 *      4235 *        83 *
*     2424 *        0 *         0 *      4238 *        83 *
*     2425 *        0 *         0 *      4237 *        83 *
*     2426 *        0 *         0 *      4232 *        83 *
*     2427 *        0 *         0 *      4236 *        84 *
*     2428 *        0 *         0 *      4237 *        83 *
*     2429 *        0 *         0 *      4232 *        84 *
*     2430 *        0 *         0 *      4235 *        83 *
*     2431 *        0 *         0 *      4235 *        83 *
*     2432 *        0 *         0 *      4234 *        83 *
*     2433 *        0 *         0 *      4234 *        83 *
*     2434 *        0 *         0 *      4238 *        84 *
*     2435 *        0 *         0 *      4238 *       154 *
*     2436 *        0 *         0 *      4235 *        83 *
*     2437 *        0 *         0 *      4236 *        84 *
*     2438 *        0 *         0 *      4237 *        83 *
*     2439 *        0 *         0 *      4236 *        83 *
*     2440 *        0 *         0 *      4232 *        83 *
*     2441 *        0 *         0 *      4233 *        83 *
*     2442 *        0 *         0 *      4235 *        83 *
*     2443 *        0 *         0 *      4233 *        83 *
*     2444 *        0 *         0 *      4238 *        84 *
*     2445 *        0 *         0 *      4232 *        84 *
*     2446 *        0 *         0 *      4233 *        83 *
*     2447 *        0 *         0 *      4231 *        84 *
